image_path,xmin,ymin,xmax,ymax,label,area,ht
2018_MLBS_3_541000_4140000_image_crop_0.png,210,82,237,111,Tree,7.830000000000002,18
2018_MLBS_3_541000_4140000_image_crop_0.png,174,209,209,250,Tree,14.350000000000001,16
2018_MLBS_3_541000_4140000_image_crop_0.png,8,293,76,357,Tree,43.52000000000001,17
2018_MLBS_3_541000_4140000_image_crop_0.png,283,229,311,257,Tree,7.840000000000002,15
2018_MLBS_3_541000_4140000_image_crop_0.png,361,218,395,258,Tree,13.600000000000001,16
2018_MLBS_3_541000_4140000_image_crop_0.png,318,39,348,74,Tree,10.5,15
2018_MLBS_3_541000_4140000_image_crop_0.png,321,1,360,36,Tree,13.650000000000002,15
2018_MLBS_3_541000_4140000_image_crop_0.png,355,1,400,39,Tree,17.1,15
2018_MLBS_3_541000_4140000_image_crop_0.png,327,78,387,131,Tree,31.800000000000004,16
2018_MLBS_3_541000_4140000_image_crop_0.png,239,68,277,121,Tree,20.140000000000004,18
2018_MLBS_3_541000_4140000_image_crop_0.png,26,1,93,30,Tree,19.430000000000003,19
2018_MLBS_3_541000_4140000_image_crop_0.png,91,3,158,60,Tree,38.190000000000005,19
2018_MLBS_3_541000_4140000_image_crop_0.png,29,32,93,112,Tree,51.2,19
2018_MLBS_3_541000_4140000_image_crop_0.png,25,186,82,245,Tree,33.63,17
2018_MLBS_3_541000_4140000_image_crop_0.png,1,239,60,296,Tree,33.63,16
2018_MLBS_3_541000_4140000_image_crop_0.png,316,122,364,163,Tree,19.680000000000007,15
2018_MLBS_3_541000_4140000_image_crop_0.png,271,130,316,166,Tree,16.2,16
2018_MLBS_3_541000_4140000_image_crop_0.png,322,170,368,231,Tree,28.060000000000006,16
2018_MLBS_3_541000_4140000_image_crop_0.png,386,228,400,288,Tree,8.4,16
2018_MLBS_3_541000_4140000_image_crop_0.png,130,385,166,400,Tree,5.4,15
2018_MLBS_3_541000_4140000_image_crop_0.png,191,358,234,395,Tree,15.91,17
2018_MLBS_3_541000_4140000_image_crop_0.png,231,1,288,37,Tree,20.52,16
2018_MLBS_3_541000_4140000_image_crop_0.png,271,22,321,73,Tree,25.500000000000004,17
2018_MLBS_3_541000_4140000_image_crop_0.png,1,92,65,192,Tree,64.0,17
2018_MLBS_3_541000_4140000_image_crop_0.png,268,163,313,211,Tree,21.6,16
2018_MLBS_3_541000_4140000_image_crop_0.png,347,38,383,83,Tree,16.2,15
2018_MLBS_3_541000_4140000_image_crop_0.png,382,36,400,102,Tree,11.88,16
2018_MLBS_3_541000_4140000_image_crop_0.png,219,184,279,242,Tree,34.800000000000004,16
2018_MLBS_3_541000_4140000_image_crop_0.png,206,320,240,353,Tree,11.220000000000002,17
2018_MLBS_3_541000_4140000_image_crop_0.png,119,147,152,185,Tree,12.540000000000003,18
2018_MLBS_3_541000_4140000_image_crop_0.png,309,240,361,283,Tree,22.36,17
