image_path,xmin,ymin,xmax,ymax,label,area,ht
2018_SJER_3_253000_4107000_image_532.tif,292,70,400,188,Tree,127.44000000000001,10
2018_SJER_3_254000_4107000_image_670.tif,284,360,323,398,Tree,14.820000000000002,6
2018_SJER_3_254000_4107000_image_670.tif,88,279,124,325,Tree,16.560000000000002,4
2018_SJER_3_254000_4107000_image_670.tif,5,256,46,310,Tree,22.140000000000004,3
2018_SJER_3_254000_4107000_image_670.tif,262,382,286,400,Tree,4.320000000000001,6
2018_SJER_3_254000_4107000_image_670.tif,279,1,312,25,Tree,7.920000000000002,7
2018_SJER_3_254000_4107000_image_670.tif,197,360,209,373,Tree,1.5600000000000003,2
2018_SJER_3_254000_4107000_image_670.tif,354,356,400,396,Tree,18.400000000000002,3
2018_SJER_3_254000_4107000_image_670.tif,185,1,276,63,Tree,56.42,11
2018_SJER_3_254000_4107000_image_670.tif,323,355,353,399,Tree,13.200000000000001,5
2018_SJER_3_254000_4107000_image_670.tif,340,147,400,258,Tree,66.60000000000001,9
2018_SJER_3_254000_4107000_image_670.tif,342,275,400,350,Tree,43.50000000000001,6
2018_SJER_3_254000_4107000_image_670.tif,97,339,185,395,Tree,49.28000000000001,8
2018_SJER_3_254000_4107000_image_670.tif,287,302,333,348,Tree,21.160000000000004,7
2018_SJER_3_254000_4107000_image_670.tif,185,104,272,184,Tree,69.60000000000001,9
2018_SJER_3_253000_4105000_image_72.tif,341,127,400,173,Tree,27.140000000000004,7
2018_SJER_3_253000_4105000_image_72.tif,14,373,58,400,Tree,11.880000000000003,3
2018_SJER_3_253000_4105000_image_72.tif,324,183,400,277,Tree,71.44000000000001,8
2018_SJER_3_253000_4105000_image_72.tif,1,167,44,224,Tree,24.509999999999998,6
2018_SJER_3_253000_4105000_image_72.tif,1,1,88,93,Tree,80.04000000000002,7
2018_SJER_3_253000_4105000_image_72.tif,118,336,189,394,Tree,41.18000000000001,6
2018_SJER_3_255000_4108000_image_93.tif,33,97,64,133,Tree,11.16,8
2018_SJER_3_255000_4108000_image_93.tif,191,157,261,234,Tree,53.9,10
2018_SJER_3_255000_4108000_image_93.tif,1,190,40,238,Tree,18.720000000000006,5
2018_SJER_3_255000_4108000_image_93.tif,26,135,70,180,Tree,19.8,5
2018_SJER_3_255000_4108000_image_93.tif,159,63,292,159,Tree,127.68000000000002,11
2018_SJER_3_255000_4108000_image_93.tif,134,2,258,63,Tree,75.64000000000001,11
2018_SJER_3_255000_4108000_image_93.tif,1,1,58,62,Tree,34.77,12
2018_SJER_3_255000_4108000_image_93.tif,1,78,34,137,Tree,19.470000000000002,8
2018_SJER_3_255000_4108000_image_93.tif,1,239,46,293,Tree,24.3,9
2018_SJER_3_255000_4108000_image_93.tif,42,271,111,340,Tree,47.61000000000001,10
2018_SJER_3_255000_4108000_image_93.tif,1,288,44,353,Tree,27.95,10
2018_SJER_3_255000_4108000_image_93.tif,191,323,256,400,Tree,50.050000000000004,6
2018_SJER_3_255000_4108000_image_93.tif,254,340,304,380,Tree,20.0,3
2018_SJER_3_255000_4108000_image_93.tif,123,321,177,400,Tree,42.660000000000004,8
2018_SJER_3_255000_4108000_image_93.tif,290,7,399,94,Tree,94.83000000000001,13
2018_SJER_3_253000_4107000_image_637.tif,184,132,211,166,Tree,9.180000000000001,4
2018_SJER_3_253000_4107000_image_637.tif,202,179,240,223,Tree,16.720000000000002,4
2018_SJER_3_253000_4107000_image_637.tif,208,232,237,266,Tree,9.860000000000003,3
2018_SJER_3_253000_4107000_image_637.tif,167,84,203,119,Tree,12.6,5
2018_SJER_3_253000_4107000_image_637.tif,1,102,53,188,Tree,44.72,12
2018_SJER_3_253000_4107000_image_637.tif,206,47,267,98,Tree,31.110000000000007,6
2018_SJER_3_253000_4107000_image_637.tif,208,281,249,325,Tree,18.040000000000003,4
2018_SJER_3_253000_4107000_image_637.tif,239,179,280,226,Tree,19.270000000000003,4
2018_SJER_3_253000_4107000_image_637.tif,367,206,400,257,Tree,16.830000000000002,3
2018_SJER_3_253000_4107000_image_637.tif,93,123,152,185,Tree,36.580000000000005,5
2018_SJER_3_253000_4107000_image_637.tif,209,99,268,168,Tree,40.71000000000001,7
2018_SJER_3_253000_4107000_image_637.tif,1,253,90,331,Tree,69.42000000000002,7
2018_SJER_3_253000_4107000_image_637.tif,236,255,295,312,Tree,33.63,5
2018_SJER_3_253000_4107000_image_637.tif,279,17,348,78,Tree,42.09,5
2018_SJER_3_252000_4107000_image_372.tif,298,309,400,400,Tree,92.82000000000001,9
2018_SJER_3_252000_4107000_image_372.tif,211,142,324,254,Tree,126.56000000000002,8
2018_SJER_3_252000_4113000_image_323.tif,320,2,400,45,Tree,34.4,9
2018_SJER_3_252000_4113000_image_323.tif,366,52,400,104,Tree,17.680000000000003,7
2018_SJER_3_252000_4113000_image_323.tif,166,210,209,257,Tree,20.21,7
